"","bio_var","Class1","Class2","Class3"
"6662","OG0008101",NA,NA,NA
"6664","OG0008103",NA,NA,NA
"6666","OG0008105",NA,NA,NA
"6667","OG0008106",NA,NA,NA
"6668","OG0008107","TF","GeBP",NA
"6669","OG0008108","TF","G2-like",NA
"6670","OG0008109",NA,NA,NA
"6671","OG0008110",NA,NA,NA
"6672","OG0008111",NA,NA,NA
"6673","OG0008112",NA,NA,NA
"6675","OG0008114","TF","MYB_related",NA
"6676","OG0008115","plastid development",NA,"plastid development"
"6677","OG0008116",NA,NA,NA
"6678","OG0008117",NA,NA,NA
"6679","OG0008118",NA,NA,NA
"6681","OG0008120",NA,NA,NA
"6682","OG0008121",NA,NA,NA
"6683","OG0008122",NA,NA,NA
"6685","OG0008124","TF","C3H",NA
"6686","OG0008125",NA,NA,NA
"6687","OG0008126","TF","ARR-B",NA
"6688","OG0008127",NA,NA,NA
"6690","OG0008130",NA,NA,NA
"6691","OG0008131",NA,NA,NA
"6692","OG0008132",NA,NA,NA
"6694","OG0008134",NA,NA,NA
"6695","OG0008135","photosynthesis",NA,NA
"6696","OG0008136",NA,NA,NA
"6698","OG0008138",NA,NA,NA
"6700","OG0008141",NA,NA,NA
"6702","OG0008143",NA,NA,NA
"6703","OG0008144",NA,NA,NA
"6704","OG0008146",NA,NA,NA
"6705","OG0008147",NA,NA,NA
"6706","OG0008149",NA,NA,NA
"6707","OG0008150",NA,NA,NA
"6708","OG0008151",NA,NA,NA
"6709","OG0008152",NA,NA,NA
"6710","OG0008153",NA,NA,NA
"6711","OG0008154",NA,NA,NA
"6713","OG0008156",NA,NA,NA
"6714","OG0008157",NA,NA,NA
"6715","OG0008158",NA,NA,NA
"6716","OG0008159",NA,NA,NA
"6717","OG0008160",NA,NA,NA
"6718","OG0008161",NA,NA,NA
"6720","OG0008164",NA,NA,NA
"6721","OG0008165","cell wall development",NA,"lignin biosynthesis"
"6724","OG0008168",NA,NA,NA
"6725","OG0008169","photosynthesis",NA,NA
"6726","OG0008170",NA,NA,NA
"6728","OG0008173",NA,NA,NA
"6729","OG0008175","TF","YABBY",NA
"6730","OG0008176","TF","YABBY",NA
"6731","OG0008178",NA,NA,NA
"6732","OG0008179",NA,NA,NA
"6733","OG0008180","TF","bHLH",NA
"6734","OG0008181",NA,NA,NA
"6735","OG0008182",NA,NA,NA
"6736","OG0008183",NA,NA,NA
"6737","OG0008184",NA,NA,NA
"6738","OG0008185",NA,NA,NA
"6739","OG0008186",NA,NA,NA
"6740","OG0008187",NA,NA,NA
"6744","OG0008191",NA,NA,NA
"6746","OG0008193","TF","GATA",NA
"6748","OG0008195","TF","C3H",NA
"6749","OG0008196",NA,NA,NA
"6750","OG0008197",NA,NA,NA
"6751","OG0008198",NA,NA,NA
"6752","OG0008200",NA,NA,NA
"6753","OG0008201",NA,NA,NA
"6754","OG0008202",NA,NA,"VB development"
"6755","OG0008203","TF","Dof",NA
"6756","OG0008204",NA,NA,NA
"6757","OG0008205",NA,NA,NA
"6758","OG0008206",NA,NA,NA
"6759","OG0008207",NA,NA,NA
"6760","OG0008208",NA,NA,NA
"6761","OG0008209","TF","ERF",NA
"6762","OG0008210",NA,NA,NA
"6763","OG0008211","TF","Nin-like",NA
"6765","OG0008213",NA,NA,NA
"6767","OG0008215","cell wall development",NA,"cell wall expansion"
"6768","OG0008216","TF","C2H2",NA
"6769","OG0008217",NA,NA,NA
"6770","OG0008218",NA,NA,NA
"6771","OG0008219",NA,NA,NA
"6772","OG0008220",NA,NA,NA
"6773","OG0008221",NA,NA,NA
"6774","OG0008222",NA,NA,NA
"6775","OG0008223",NA,NA,NA
"6776","OG0008224",NA,NA,NA
"6777","OG0008225",NA,NA,NA
"6778","OG0008226",NA,NA,NA
"6779","OG0008227",NA,NA,NA
"6780","OG0008228",NA,NA,NA
"6781","OG0008229",NA,NA,NA
"6782","OG0008230",NA,NA,NA
"6783","OG0008231",NA,NA,NA
"6784","OG0008233",NA,NA,NA
"6787","OG0008236",NA,NA,NA
"6788","OG0008237",NA,NA,NA
"6790","OG0008240",NA,NA,NA
"6791","OG0008241",NA,NA,NA
"6792","OG0008242","TF","GeBP",NA
"6793","OG0008243",NA,NA,NA
"6796","OG0008246",NA,NA,NA
"6797","OG0008247","TF","WRKY",NA
"6798","OG0008248",NA,NA,NA
"6799","OG0008249",NA,NA,NA
"6800","OG0008250",NA,NA,NA
"6802","OG0008252","TF","CPP",NA
"6803","OG0008253",NA,NA,NA
"6804","OG0008254",NA,NA,NA
"6805","OG0008255",NA,NA,NA
"6806","OG0008256",NA,NA,NA
"6807","OG0008257",NA,NA,NA
"6808","OG0008258",NA,NA,NA
"6810","OG0008260","photosynthesis",NA,NA
"6811","OG0008261",NA,NA,NA
"6812","OG0008262",NA,NA,NA
"6813","OG0008263",NA,NA,NA
"6814","OG0008264",NA,NA,NA
"6815","OG0008265",NA,NA,NA
"6816","OG0008266",NA,NA,NA
"6817","OG0008267",NA,NA,NA
"6818","OG0008268",NA,NA,NA
"6819","OG0008269",NA,NA,NA
"6820","OG0008270",NA,NA,NA
"6821","OG0008271",NA,NA,NA
"6822","OG0008272",NA,NA,NA
"6824","OG0008275",NA,NA,NA
"6825","OG0008276","TF","C3H",NA
"6826","OG0008278",NA,NA,NA
"6827","OG0008279",NA,NA,NA
"6828","OG0008280",NA,NA,NA
"6829","OG0008281",NA,NA,NA
"6831","OG0008283",NA,NA,NA
"6832","OG0008284",NA,NA,NA
"6833","OG0008285",NA,NA,NA
"6834","OG0008286",NA,NA,NA
"6836","OG0008288",NA,NA,NA
"6837","OG0008289",NA,NA,NA
"6838","OG0008290",NA,NA,NA
"6839","OG0008291",NA,NA,NA
"6840","OG0008292",NA,NA,NA
"6843","OG0008296",NA,NA,NA
"6844","OG0008297",NA,NA,NA
"6845","OG0008298",NA,NA,NA
"6846","OG0008299",NA,NA,NA
"6847","OG0008301",NA,NA,NA
"6848","OG0008302",NA,NA,NA
"6849","OG0008303",NA,NA,NA
"6850","OG0008304",NA,NA,NA
"6852","OG0008306",NA,NA,NA
"6853","OG0008307",NA,NA,NA
"6854","OG0008309",NA,NA,NA
"6855","OG0008310",NA,NA,NA
"6857","OG0008312",NA,NA,NA
"6859","OG0008314",NA,NA,NA
"6860","OG0008315",NA,NA,NA
"6861","OG0008316","TF","GATA",NA
"6862","OG0008317",NA,NA,NA
"6863","OG0008318",NA,NA,NA
"6864","OG0008319",NA,NA,NA
"6866","OG0008321",NA,NA,NA
"6868","OG0008323",NA,NA,NA
"6869","OG0008324",NA,NA,NA
"6870","OG0008325","TF","C3H",NA
"6871","OG0008327",NA,NA,NA
"6872","OG0008328",NA,NA,NA
"6874","OG0008330",NA,NA,NA
"6875","OG0008331",NA,NA,NA
"6876","OG0008332","TF","Nin-like",NA
"6877","OG0008333",NA,NA,NA
"6878","OG0008334",NA,NA,NA
"6879","OG0008335","TF","MYB_related",NA
"6880","OG0008336",NA,NA,NA
"6881","OG0008337",NA,NA,NA
"6882","OG0008338",NA,NA,NA
"6884","OG0008340",NA,NA,NA
"6885","OG0008341",NA,NA,NA
"6887","OG0008343",NA,NA,NA
"6888","OG0008344","TF","TCP",NA
"6889","OG0008345",NA,NA,NA
"6890","OG0008346",NA,NA,NA
"6892","OG0008348",NA,NA,NA
"6893","OG0008349",NA,NA,NA
"6894","OG0008350",NA,NA,NA
"6895","OG0008351",NA,NA,NA
"6896","OG0008352",NA,NA,NA
"6897","OG0008353",NA,NA,NA
"6898","OG0008354",NA,NA,NA
"6899","OG0008355",NA,NA,NA
"6900","OG0008356",NA,NA,NA
"6901","OG0008358",NA,NA,NA
"6902","OG0008359",NA,NA,NA
"6903","OG0008360",NA,NA,NA
"6904","OG0008361",NA,NA,NA
"6905","OG0008362",NA,NA,NA
"6910","OG0008368",NA,NA,NA
"6912","OG0008370",NA,NA,NA
"6913","OG0008371",NA,NA,NA
"6914","OG0008372",NA,NA,NA
"6915","OG0008373",NA,NA,NA
"6916","OG0008374",NA,NA,NA
"6917","OG0008375",NA,NA,NA
"6918","OG0008376",NA,NA,NA
"6919","OG0008377",NA,NA,NA
"6920","OG0008378","TF","bZIP",NA
"6921","OG0008379",NA,NA,NA
"6922","OG0008380",NA,NA,NA
"6923","OG0008381",NA,NA,NA
"6924","OG0008382",NA,NA,NA
"6927","OG0008385",NA,NA,NA
"6930","OG0008388",NA,NA,NA
"6931","OG0008389",NA,NA,NA
"6932","OG0008390",NA,NA,NA
"6933","OG0008392",NA,NA,NA
"6935","OG0008394",NA,NA,NA
"6937","OG0008396","TF","bZIP",NA
"6938","OG0008397",NA,NA,NA
"6939","OG0008398",NA,NA,NA
"6942","OG0008401",NA,NA,NA
"6943","OG0008402",NA,NA,NA
"6944","OG0008403",NA,NA,NA
"6945","OG0008404",NA,NA,NA
"6947","OG0008406",NA,NA,NA
"6948","OG0008407",NA,NA,NA
"6949","OG0008408",NA,NA,NA
"6950","OG0008409",NA,NA,NA
"6951","OG0008410",NA,NA,NA
"6952","OG0008411",NA,NA,NA
"6953","OG0008412",NA,NA,NA
"6954","OG0008413",NA,NA,NA
"6955","OG0008414",NA,NA,NA
"6957","OG0008416",NA,NA,NA
"6958","OG0008418",NA,NA,NA
"6960","OG0008421",NA,NA,NA
"6961","OG0008422",NA,NA,NA
"6962","OG0008423",NA,NA,NA
"6963","OG0008424",NA,NA,NA
"6964","OG0008425",NA,NA,NA
"6965","OG0008426",NA,NA,NA
"6966","OG0008427",NA,NA,NA
"6967","OG0008428",NA,NA,NA
"6968","OG0008429",NA,NA,NA
"6969","OG0008430",NA,NA,NA
"6971","OG0008432",NA,NA,NA
"6972","OG0008433",NA,NA,NA
"6973","OG0008434","TF","HSF",NA
"6974","OG0008435",NA,NA,NA
"6976","OG0008437",NA,NA,NA
"6977","OG0008438",NA,NA,NA
"6978","OG0008440",NA,NA,NA
"6979","OG0008441",NA,NA,NA
"6981","OG0008443",NA,NA,NA
"6982","OG0008445",NA,NA,NA
"6983","OG0008447",NA,NA,NA
"6984","OG0008448",NA,NA,NA
"6985","OG0008450","TF","CO-like",NA
"6986","OG0008451","TF","CO-like",NA
"6987","OG0008452",NA,NA,NA
"6988","OG0008453",NA,NA,NA
"6990","OG0008455",NA,NA,NA
"6991","OG0008456",NA,NA,NA
"6992","OG0008457",NA,NA,NA
"6993","OG0008458",NA,NA,NA
"6994","OG0008459",NA,NA,NA
"6995","OG0008460","TF","bHLH",NA
"6997","OG0008462",NA,NA,NA
"6998","OG0008463",NA,NA,NA
"6999","OG0008464",NA,NA,NA
"7000","OG0008465",NA,NA,NA
"7001","OG0008466",NA,NA,NA
"7002","OG0008467",NA,NA,NA
"7004","OG0008469",NA,NA,NA
"7006","OG0008471",NA,NA,NA
"7007","OG0008472",NA,NA,NA
"7009","OG0008474",NA,NA,NA
"7010","OG0008475",NA,NA,NA
"7013","OG0008478","TF","G2-like",NA
"7014","OG0008479",NA,NA,NA
"7015","OG0008480",NA,NA,NA
"7016","OG0008481",NA,NA,NA
"7017","OG0008482",NA,NA,NA
"7018","OG0008483",NA,NA,NA
"7019","OG0008484",NA,NA,NA
"7020","OG0008485",NA,NA,NA
"7021","OG0008486",NA,NA,NA
"7022","OG0008487",NA,NA,NA
"7023","OG0008488",NA,NA,NA
"7024","OG0008489",NA,NA,NA
"7025","OG0008490",NA,NA,NA
"7026","OG0008491",NA,NA,NA
"7027","OG0008492",NA,NA,NA
"7028","OG0008493",NA,NA,NA
"7029","OG0008494",NA,NA,NA
"7030","OG0008495",NA,NA,NA
"7031","OG0008497",NA,NA,NA
"7032","OG0008498",NA,NA,NA
"7040","OG0008507",NA,NA,NA
"7041","OG0008508",NA,NA,NA
"7042","OG0008509",NA,NA,NA
"7043","OG0008510",NA,NA,NA
"7044","OG0008511",NA,NA,NA
"7045","OG0008512",NA,NA,NA
"7046","OG0008513",NA,NA,NA
"7047","OG0008514",NA,NA,NA
"7049","OG0008516",NA,NA,NA
"7050","OG0008517",NA,NA,NA
"7051","OG0008518",NA,NA,NA
"7053","OG0008521",NA,NA,NA
"7054","OG0008522",NA,NA,NA
"7055","OG0008523",NA,NA,NA
"7056","OG0008524",NA,NA,NA
"7057","OG0008525",NA,NA,NA
"7058","OG0008526",NA,NA,NA
"7059","OG0008527",NA,NA,NA
"7060","OG0008528",NA,NA,NA
"7061","OG0008530",NA,NA,NA
"7062","OG0008531","TF","SBP",NA
"7064","OG0008534",NA,NA,NA
"7065","OG0008535",NA,NA,NA
"7066","OG0008537",NA,NA,NA
"7067","OG0008538",NA,NA,NA
"7068","OG0008539",NA,NA,NA
"7069","OG0008540",NA,NA,NA
"7070","OG0008542",NA,NA,NA
"7071","OG0008544",NA,NA,NA
"7072","OG0008545",NA,NA,NA
"7073","OG0008547","TF","FAR1",NA
"7075","OG0008549",NA,NA,NA
"7077","OG0008551",NA,NA,NA
"7078","OG0008552",NA,NA,NA
"7079","OG0008554",NA,NA,NA
"7083","OG0008559",NA,NA,NA
"7084","OG0008560",NA,NA,NA
"7085","OG0008561",NA,NA,NA
"7086","OG0008563",NA,NA,NA
"7087","OG0008564",NA,NA,NA
"7088","OG0008565",NA,NA,NA
"7089","OG0008566",NA,NA,NA
"7091","OG0008568",NA,NA,NA
"7092","OG0008569",NA,NA,NA
"7093","OG0008570",NA,NA,NA
"7094","OG0008572",NA,NA,NA
"7095","OG0008573",NA,NA,NA
"7096","OG0008574",NA,NA,NA
"7097","OG0008575",NA,NA,NA
"7098","OG0008576",NA,NA,NA
"7100","OG0008578",NA,NA,NA
"7101","OG0008579",NA,NA,NA
"7102","OG0008580",NA,NA,NA
"7103","OG0008583",NA,NA,NA
"7104","OG0008584",NA,NA,NA
"7106","OG0008586",NA,NA,NA
"7107","OG0008587",NA,NA,NA
"7109","OG0008589",NA,NA,NA
"7110","OG0008590","TF","GRAS",NA
"7111","OG0008591",NA,NA,NA
"7113","OG0008593",NA,NA,NA
"7114","OG0008596",NA,NA,NA
"7115","OG0008597","TF","G2-like",NA
"7116","OG0008598",NA,NA,NA
"7117","OG0008599",NA,NA,NA
"7118","OG0008600",NA,NA,NA
"7120","OG0008602",NA,NA,NA
"7121","OG0008603",NA,NA,NA
"7122","OG0008604",NA,NA,NA
"7123","OG0008605",NA,NA,NA
"7124","OG0008607",NA,NA,NA
"7125","OG0008608",NA,NA,NA
"7126","OG0008609",NA,NA,NA
"7127","OG0008610",NA,NA,NA
"7128","OG0008611",NA,NA,NA
"7129","OG0008612",NA,NA,NA
"7130","OG0008613",NA,NA,NA
"7133","OG0008617",NA,NA,NA
"7135","OG0008619",NA,NA,NA
"7136","OG0008620",NA,NA,NA
"7137","OG0008622",NA,NA,NA
"7139","OG0008624",NA,NA,NA
"7142","OG0008627",NA,NA,NA
"7143","OG0008629",NA,NA,NA
"7144","OG0008630",NA,NA,NA
"7145","OG0008631",NA,NA,NA
"7146","OG0008632",NA,NA,NA
"7147","OG0008633",NA,NA,NA
"7149","OG0008635",NA,NA,NA
"7150","OG0008636",NA,NA,NA
"7151","OG0008637",NA,NA,NA
"7153","OG0008639",NA,NA,NA
"7154","OG0008640",NA,NA,NA
"7155","OG0008641",NA,NA,NA
"7156","OG0008642",NA,NA,NA
"7157","OG0008643",NA,NA,NA
"7158","OG0008644",NA,NA,NA
"7159","OG0008645","TF","NAC",NA
"7160","OG0008646",NA,NA,NA
"7161","OG0008647",NA,NA,NA
"7162","OG0008648","TF","Trihelix",NA
"7164","OG0008650",NA,NA,NA
"7165","OG0008651",NA,NA,NA
"7166","OG0008652",NA,NA,NA
"7167","OG0008653",NA,NA,NA
"7169","OG0008655","TF","C3H",NA
"7170","OG0008656",NA,NA,NA
"7171","OG0008657",NA,NA,NA
"7172","OG0008658",NA,NA,NA
"7173","OG0008659",NA,NA,NA
"7174","OG0008661","TF","NAC",NA
"7175","OG0008662",NA,NA,NA
"7176","OG0008663",NA,NA,NA
"7177","OG0008664",NA,NA,NA
"7179","OG0008666",NA,NA,NA
"7180","OG0008667","TF","WRKY",NA
"7181","OG0008668",NA,NA,NA
"7182","OG0008669",NA,NA,NA
"7183","OG0008671",NA,NA,NA
"7185","OG0008673",NA,NA,NA
"7187","OG0008675",NA,NA,NA
"7188","OG0008676",NA,NA,NA
"7189","OG0008677",NA,NA,NA
"7190","OG0008678",NA,NA,NA
"7191","OG0008679",NA,NA,NA
"7193","OG0008681",NA,NA,NA
"7195","OG0008683",NA,NA,NA
"7196","OG0008684",NA,NA,NA
"7197","OG0008686",NA,NA,NA
"7198","OG0008687",NA,NA,NA
"7199","OG0008688",NA,NA,NA
"7201","OG0008690",NA,NA,NA
"7202","OG0008691",NA,NA,NA
"7203","OG0008692",NA,NA,NA
"7204","OG0008693",NA,NA,NA
"7205","OG0008694",NA,NA,NA
"7206","OG0008695",NA,NA,NA
"7207","OG0008696",NA,NA,NA
"7208","OG0008697",NA,NA,NA
"7209","OG0008698",NA,NA,NA
"7210","OG0008699",NA,NA,NA
"7211","OG0008700",NA,NA,NA
"7212","OG0008701",NA,NA,NA
"7213","OG0008702",NA,NA,NA
"7214","OG0008703",NA,NA,NA
"7215","OG0008704",NA,NA,NA
"7218","OG0008707",NA,NA,NA
"7219","OG0008708",NA,NA,NA
"7221","OG0008710",NA,NA,NA
"7223","OG0008712",NA,NA,NA
"7224","OG0008713","cell wall development",NA,"cell wall expansion"
"7225","OG0008714",NA,NA,NA
"7226","OG0008715",NA,NA,NA
"7227","OG0008716",NA,NA,NA
"7229","OG0008718",NA,NA,NA
"7232","OG0008721",NA,NA,NA
"7233","OG0008722",NA,NA,NA
"7234","OG0008723",NA,NA,NA
"7235","OG0008724",NA,NA,NA
"7236","OG0008725",NA,NA,NA
"7237","OG0008726",NA,NA,NA
"7238","OG0008728",NA,NA,NA
"7239","OG0008729",NA,NA,NA
"7240","OG0008730",NA,NA,NA
"7243","OG0008733",NA,NA,NA
"7245","OG0008735",NA,NA,NA
"7246","OG0008736",NA,NA,NA
"7247","OG0008737",NA,NA,NA
"7249","OG0008739",NA,NA,NA
"7250","OG0008740",NA,NA,NA
"7251","OG0008741",NA,NA,NA
"7252","OG0008742",NA,NA,NA
"7254","OG0008744",NA,NA,NA
"7256","OG0008746",NA,NA,NA
"7259","OG0008749",NA,NA,NA
"7260","OG0008751",NA,NA,NA
"7261","OG0008752",NA,NA,NA
"7262","OG0008753",NA,NA,NA
"7263","OG0008754",NA,NA,NA
"7264","OG0008755","TF","C2H2",NA
"7266","OG0008757",NA,NA,NA
"7269","OG0008760",NA,NA,NA
"7270","OG0008761",NA,NA,NA
"7271","OG0008762","cell wall development",NA,"cell wall expansion"
"7272","OG0008763",NA,NA,NA
"7273","OG0008764",NA,NA,NA
"7274","OG0008765",NA,NA,NA
"7276","OG0008767",NA,NA,NA
"7277","OG0008768",NA,NA,NA
"7278","OG0008769",NA,NA,NA
"7279","OG0008770",NA,NA,NA
"7280","OG0008771",NA,NA,NA
"7281","OG0008772","TF","B3",NA
"7283","OG0008774",NA,NA,NA
"7284","OG0008775","TF","FAR1",NA
"7286","OG0008777","TF","NF-YC",NA
"7287","OG0008778","plastid development",NA,"plastid development"
"7289","OG0008780","TF","C3H",NA
"7290","OG0008781",NA,NA,NA
"7291","OG0008782",NA,NA,NA
"7292","OG0008783",NA,NA,NA
"7293","OG0008784","TF","ERF",NA
"7294","OG0008785",NA,NA,NA
"7295","OG0008787",NA,NA,NA
"7296","OG0008789",NA,NA,NA
"7298","OG0008792","cell wall development",NA,"cellulose biosynthesis"
"7299","OG0008793",NA,NA,NA
"7300","OG0008794",NA,NA,NA
"7301","OG0008795",NA,NA,NA
"7302","OG0008796",NA,NA,NA
"7303","OG0008797",NA,NA,NA
"7304","OG0008798",NA,NA,NA
"7305","OG0008800",NA,NA,NA
"7306","OG0008801",NA,NA,NA
"7307","OG0008802",NA,NA,NA
"7308","OG0008803",NA,NA,NA
"7309","OG0008804",NA,NA,NA
"7310","OG0008805",NA,NA,NA
"7311","OG0008806",NA,NA,NA
"7312","OG0008807",NA,NA,NA
"7315","OG0008811",NA,NA,NA
"7316","OG0008812",NA,NA,NA
"7317","OG0008813",NA,NA,NA
"7318","OG0008815",NA,NA,NA
"7319","OG0008816","photosynthesis",NA,NA
"7320","OG0008817",NA,NA,NA
"7321","OG0008818",NA,NA,NA
"7322","OG0008819",NA,NA,NA
"7324","OG0008821",NA,NA,NA
"7325","OG0008822",NA,NA,NA
"7326","OG0008823",NA,NA,NA
"7327","OG0008824",NA,NA,NA
"7328","OG0008825",NA,NA,NA
"7329","OG0008826",NA,NA,NA
"7333","OG0008830","photosynthesis",NA,NA
"7334","OG0008831",NA,NA,NA
"7336","OG0008833",NA,NA,NA
"7337","OG0008834","TF","C3H",NA
"7338","OG0008835","TF","C3H",NA
"7339","OG0008836",NA,NA,NA
"7340","OG0008837",NA,NA,NA
"7341","OG0008838",NA,NA,NA
"7343","OG0008840",NA,NA,NA
"7344","OG0008841",NA,NA,NA
"7345","OG0008842",NA,NA,NA
"7346","OG0008843",NA,NA,NA
"7348","OG0008846",NA,NA,NA
"7349","OG0008847",NA,NA,NA
"7350","OG0008848",NA,NA,NA
"7351","OG0008849",NA,NA,NA
"7352","OG0008850",NA,NA,NA
"7354","OG0008852",NA,NA,NA
"7355","OG0008853",NA,NA,NA
"7356","OG0008854",NA,NA,NA
"7357","OG0008856",NA,NA,NA
"7358","OG0008857",NA,NA,NA
"7359","OG0008858",NA,NA,NA
"7360","OG0008859",NA,NA,NA
"7361","OG0008860",NA,NA,NA
"7362","OG0008861",NA,NA,NA
"7363","OG0008862",NA,NA,NA
"7364","OG0008863",NA,NA,NA
"7365","OG0008864",NA,NA,NA
"7366","OG0008865",NA,NA,NA
"7367","OG0008866","TF","bHLH",NA
"7369","OG0008869",NA,NA,NA
"7370","OG0008870",NA,NA,NA
"7371","OG0008871",NA,NA,NA
"7372","OG0008872",NA,NA,NA
"7375","OG0008875",NA,NA,NA
"7376","OG0008876",NA,NA,NA
"7377","OG0008877",NA,NA,NA
"7378","OG0008878","cell wall development",NA,"cell wall expansion"
"7379","OG0008879",NA,NA,NA
"7380","OG0008880",NA,NA,NA
"7383","OG0008883",NA,NA,NA
"7384","OG0008884",NA,NA,NA
"7385","OG0008885",NA,NA,NA
"7387","OG0008887",NA,NA,NA
"7388","OG0008888",NA,NA,NA
"7389","OG0008889","TF","bHLH",NA
"7390","OG0008890",NA,NA,NA
"7391","OG0008891",NA,NA,NA
"7392","OG0008892",NA,NA,NA
"7393","OG0008893",NA,NA,NA
"7395","OG0008895",NA,NA,NA
"7396","OG0008896",NA,NA,NA
"7397","OG0008897",NA,NA,NA
"7398","OG0008898",NA,NA,NA
"7400","OG0008900",NA,NA,NA
"7402","OG0008902",NA,NA,NA
"7403","OG0008904",NA,NA,NA
"7404","OG0008905",NA,NA,NA
"7406","OG0008907",NA,NA,NA
"7408","OG0008909",NA,NA,NA
"7409","OG0008910",NA,NA,NA
"7410","OG0008911",NA,NA,NA
"7411","OG0008912",NA,NA,NA
"7412","OG0008913","TF","Dof",NA
"7414","OG0008915",NA,NA,NA
"7415","OG0008916",NA,NA,NA
"7416","OG0008917",NA,NA,NA
"7417","OG0008918",NA,NA,NA
"7418","OG0008919","TF","ARF",NA
"7419","OG0008921",NA,NA,NA
"7420","OG0008922",NA,NA,NA
"7421","OG0008923",NA,NA,NA
"7422","OG0008924",NA,NA,NA
"7423","OG0008925",NA,NA,NA
"7425","OG0008927",NA,NA,NA
"7426","OG0008928",NA,NA,NA
"7427","OG0008929",NA,NA,NA
"7428","OG0008930",NA,NA,NA
"7429","OG0008931",NA,NA,NA
"7430","OG0008932",NA,NA,NA
"7431","OG0008933",NA,NA,NA
"7432","OG0008934",NA,NA,NA
"7435","OG0008938",NA,NA,NA
"7436","OG0008939",NA,NA,NA
"7437","OG0008940",NA,NA,NA
"7438","OG0008941",NA,NA,NA
"7439","OG0008942",NA,NA,NA
"7440","OG0008943",NA,NA,NA
"7442","OG0008945",NA,NA,NA
"7443","OG0008946",NA,NA,NA
"7444","OG0008947",NA,NA,NA
"7445","OG0008948",NA,NA,NA
"7447","OG0008950",NA,NA,NA
"7448","OG0008951",NA,NA,NA
"7449","OG0008952",NA,NA,NA
"7450","OG0008953",NA,NA,NA
"7451","OG0008954",NA,NA,NA
"7452","OG0008955",NA,NA,NA
"7453","OG0008956",NA,NA,NA
"7455","OG0008958",NA,NA,NA
"7457","OG0008960",NA,NA,NA
"7458","OG0008961","TF","MYB_related",NA
"7462","OG0008965",NA,NA,NA
"7463","OG0008966",NA,NA,NA
"7464","OG0008967",NA,NA,NA
"7465","OG0008968",NA,NA,NA
"7466","OG0008969",NA,NA,NA
"7469","OG0008972",NA,NA,NA
"7470","OG0008973","cell wall development",NA,"lignin biosynthesis"
"7471","OG0008974",NA,NA,NA
"7472","OG0008976",NA,NA,NA
"7473","OG0008977",NA,NA,NA
"7474","OG0008978",NA,NA,NA
"7475","OG0008979",NA,NA,NA
"7476","OG0008980",NA,NA,NA
"7477","OG0008981","TF","GRAS",NA
"7478","OG0008982",NA,NA,NA
"7479","OG0008983",NA,NA,NA
"7480","OG0008985",NA,NA,NA
"7481","OG0008986",NA,NA,NA
"7483","OG0008988",NA,NA,NA
"7484","OG0008989",NA,NA,NA
"7485","OG0008990",NA,NA,NA
"7486","OG0008993",NA,NA,NA
"7487","OG0008994",NA,NA,NA
"7489","OG0008996",NA,NA,NA
"7490","OG0008997",NA,NA,NA
"7491","OG0008998",NA,NA,NA
"7492","OG0008999",NA,NA,NA
"7493","OG0009000",NA,NA,NA
"7494","OG0009001",NA,NA,NA
"7495","OG0009002","TF","TCP",NA
"7496","OG0009003",NA,NA,NA
"7497","OG0009004",NA,NA,NA
"7498","OG0009005",NA,NA,NA
"7499","OG0009006","TF","AP2",NA
"7500","OG0009007",NA,NA,NA
"7502","OG0009009","photosynthesis","C4 cycle",NA
"7503","OG0009010",NA,NA,NA
"7504","OG0009011",NA,NA,NA
"7505","OG0009014",NA,NA,NA
"7506","OG0009015",NA,NA,NA
"7507","OG0009016",NA,NA,NA
"7508","OG0009017","TF","NAC",NA
"7509","OG0009018",NA,NA,NA
"7510","OG0009019","photosynthesis",NA,NA
"7511","OG0009020",NA,NA,NA
"7512","OG0009021",NA,NA,NA
"7513","OG0009022",NA,NA,NA
"7514","OG0009023",NA,NA,NA
"7515","OG0009024",NA,NA,NA
"7517","OG0009026",NA,NA,NA
"7519","OG0009028",NA,NA,NA
"7520","OG0009029",NA,NA,NA
"7521","OG0009030",NA,NA,NA
"7522","OG0009031",NA,NA,NA
"7523","OG0009032",NA,NA,NA
"7524","OG0009033",NA,NA,NA
"7525","OG0009034",NA,NA,NA
"7526","OG0009035",NA,NA,NA
"7527","OG0009036","TF","bZIP",NA
"7528","OG0009037",NA,NA,NA
"7530","OG0009039",NA,NA,NA
"7532","OG0009041","TF","bZIP",NA
"7533","OG0009042","TF","G2-like",NA
"7535","OG0009045",NA,NA,NA
"7536","OG0009047",NA,NA,NA
"7538","OG0009049",NA,NA,NA
"7539","OG0009051",NA,NA,NA
"7540","OG0009052",NA,NA,NA
"7541","OG0009053",NA,NA,NA
"7542","OG0009054",NA,NA,NA
"7543","OG0009055",NA,NA,NA
"7545","OG0009057",NA,NA,NA
"7548","OG0009060",NA,NA,NA
"7550","OG0009062",NA,NA,NA
"7551","OG0009063",NA,NA,NA
"7552","OG0009064",NA,NA,NA
"7554","OG0009066",NA,NA,NA
"7555","OG0009067",NA,NA,NA
"7556","OG0009068",NA,NA,NA
"7557","OG0009069",NA,NA,NA
"7558","OG0009070",NA,NA,NA
"7559","OG0009071",NA,NA,NA
"7562","OG0009074",NA,NA,NA
"7563","OG0009075",NA,NA,NA
"7565","OG0009077",NA,NA,NA
