,PK_S1,PK_S3,PK_S5,PK_S7
OG0010763,130.272657,840.3010129,79.46801752,13.97536927
OG0010764,8.806762886,21.82230437,35.53031023,23.74788177
OG0010765,15.379866,12.52896354,6.373706193,8.546947951
OG0010767,170.0125212,114.5338748,108.4333592,87.15149199
OG0010768,11.14423496,61.51861856,21.24071894,25.83872309
OG0010773,34.27203167,11.74658556,10.26048189,11.36789783
OG0010777,2.513448672,5.425577252,4.644911621,7.24292759
OG0010778,6.304785034,4.945613023,2.174125157,1.734081515
OG0010779,12.66617199,5.223437625,4.84794666,3.692041761
OG0010781,14.78227031,9.003626017,7.863929132,5.77287777
OG0010785,4.4935173,2.82096762,2.236907962,3.124579668
OG0010787,6.956606531,26.90060757,53.36850046,80.32737873
OG0010788,8.160365181,7.036204925,8.629175329,11.87082641
OG0010790,46.8269987,37.4802912,19.22338398,11.67341119
OG0010791,0.897502595,2.490742172,2.348339542,8.405861189
OG0010794,9.310176875,9.498734333,7.419277396,7.86876687
OG0010795,7.321855946,8.150925611,2.444946281,1.387053841
OG0010796,7.101357472,7.68858567,7.008827888,9.028843541
OG0010797,20.53944655,27.90080361,11.79127385,5.834822424
OG0010798,14.04623596,14.9418506,16.39664132,19.27304624
OG0010799,0,24.73291717,43.24157319,29.24978158
OG0010802,29.8489067,12.93646333,14.5746632,14.40314185
OG0010803,3.19842676,2.471456777,2.045979356,1.65092593
OG0010804,551.2575505,56.19469745,212.9037728,435.362342
OG0010805,18.33293558,17.33802704,11.65363998,15.21172253
OG0010808,3.17398268,58.74830074,31.94076005,24.7027475
OG0010810,3.383826964,7.364260478,8.987859913,8.459244911
OG0010811,81.11848129,75.94334109,63.24476227,81.45009282
OG0010812,5.241783375,5.029427751,6.345217437,6.673072166
OG0010813,0.476989095,14.12646287,14.10333728,4.959953795
OG0010814,4.62875872,6.947204741,7.992965608,6.313637489
OG0010815,24.39322424,13.77876015,9.68417866,8.197534499
OG0010817,52.6063163,42.97354758,42.62835677,96.41832569
OG0010818,13.37862241,11.26251095,10.15144219,11.36141964
OG0010819,33.16010057,12.45833822,8.346067268,6.533832849
OG0010821,5.72517085,4.502162416,7.249329876,8.208229307
OG0010823,2.029948695,2.753538532,2.588336788,2.027809551
OG0010826,6.628125435,7.784750323,8.268418775,8.513785118
OG0010828,44.04282659,227.8104809,43.91768113,62.68493698
OG0010831,7.915358011,23.35808201,38.4662665,23.38034077
OG0010832,10.21623178,9.430476502,14.43431966,15.39818429
OG0010833,47.24281334,134.3827552,462.1410373,475.6194473
OG0010834,8.05687561,4.556070768,2.365774211,2.578818253
OG0010836,12.44539761,17.30461437,22.79623931,23.83109772
OG0010838,35.42370461,44.12192428,36.88783297,47.35582314
OG0010839,13.48103808,12.89411131,13.19946181,14.63751147
OG0010841,66.81291642,51.14007581,59.87085027,78.95176854
OG0010842,10.6564179,7.755927246,9.679503736,9.610575878
OG0010845,34.72170023,122.0834836,279.480646,289.3142172
OG0010847,31.63673866,13.69015096,16.96591795,24.58486431
OG0010851,5.387821689,7.707887756,5.39730811,4.977447282
OG0010853,32.86903471,14.7499324,18.06716404,23.62369314
OG0010854,11.46180052,7.870834581,7.285488456,4.982538897
OG0010856,12.06523754,38.20033696,120.7834419,250.4860638
OG0010858,21.57336636,19.16135854,14.18132778,13.59488228
OG0010859,7.862850138,10.20505874,12.27006684,10.11235572
OG0010860,5.773486149,7.360975921,11.35305972,22.3303818
OG0010861,10.98272627,5.736608576,4.532132614,6.149055899
OG0010862,4.055347049,8.410272184,14.19062654,12.17929335
OG0010863,22.30245456,50.759341,44.31006147,20.12613865
OG0010864,23.77742888,34.85431959,40.96358924,48.66415081
OG0010865,32.38140703,42.03668412,57.08839734,59.68624879
OG0010866,509.4577759,714.2382851,669.8046094,452.278873
OG0010868,5.965739209,3.972719416,2.411567222,2.721881389
OG0010869,0.313311053,3.81558932,6.082973479,2.409357477
OG0010870,8.419196914,6.648600272,8.056293895,8.232975334
OG0010871,39.21122971,55.40489162,77.51759402,76.18546602
OG0010872,3.776074435,11.18411111,13.0695754,9.549958462
OG0010873,0.259239314,10.63439642,23.5688534,18.42686204
OG0010875,11.04449505,29.65934471,16.49623085,13.01447961
OG0010878,12.85855907,23.64586191,28.51091516,22.52229264
OG0010879,227.0764922,203.025628,187.2122463,143.9806914
OG0010880,30.38688364,87.31000486,121.2581125,85.63848559
OG0010881,45.75913866,4.313467223,1.120885524,0.349788057
OG0010883,5.476136702,17.73392615,32.18296436,60.62353325
OG0010884,3.965218931,32.26442604,68.72409229,110.9209773
OG0010886,3.323094205,2.183593746,2.162247815,2.496023739
OG0010889,10.82496027,30.43394759,24.21718834,17.85951172
OG0010890,53.45675775,306.7068028,714.7968682,668.2854146
OG0010893,10.01920568,6.304478651,4.495367261,3.390458558
OG0010894,30.72147504,126.6542569,292.7751268,453.8663713
OG0010897,22.1718792,9.503276262,14.08376248,15.52168176
OG0010900,6.733409734,16.10033597,28.76161238,33.51394949
OG0010901,12.74520191,6.02519748,5.229419251,5.423547404
OG0010903,7.020926305,30.04573859,24.37531435,25.21842296
OG0010905,8.437828201,21.77556944,28.86410598,25.86355701
OG0010906,0.433068919,3.693397884,4.53924457,5.462083285
OG0010907,0.77644934,0.885196534,2.432731753,1.879684984
OG0010909,8.15906951,1.021892288,0.147556664,0.129745906
OG0010910,28.33221816,13.95762631,10.28998851,7.781022419
OG0010911,3.692834403,20.15489304,40.00374227,49.41535613
OG0010912,20.61233109,15.18029625,12.21289318,10.68885105
OG0010913,4.168685286,7.337968545,27.06968108,49.48817344
OG0010915,33.48523662,30.61467959,28.46535578,30.19692149
OG0010916,13.02993719,12.16355669,10.44884996,7.517843313
OG0010917,9.374558525,3.628777863,5.207571846,7.94438619
OG0010918,4.330552579,19.80485824,32.4987593,29.5784493
OG0010919,16.36449849,11.5665789,10.57359821,13.23427866
OG0010920,11.15795116,15.58700116,14.89137944,5.017386437
OG0010922,5.495826323,7.023220338,10.72822977,15.14104537
OG0010923,11.56043422,48.23512345,116.9445827,152.469025
OG0010924,0.935177025,1.224251179,1.136369966,3.124151105
OG0010925,0.017408121,3.91623903,3.106524468,8.705847209
OG0010926,0.042386155,0.4555254,2.824655374,23.53044425
OG0010927,11.62920006,12.32360174,14.87912629,18.43991834
OG0010928,5.211359579,3.869363845,3.773903204,5.939129895
OG0010930,70.99259077,59.51302914,64.90943891,50.59594392
OG0010933,38.15241339,44.85901208,33.79233226,35.25101824
OG0010934,11.84286522,10.16990962,9.161448276,12.7705698
OG0010936,12.16488237,5.373501249,5.998236908,3.975688083
OG0010938,83.35786484,204.6731089,274.5510166,247.1533238
OG0010939,6.240072911,4.589161096,3.428176698,3.758376085
OG0010940,9.954284973,15.91315113,11.53113424,7.455186001
OG0010942,8.845213846,7.444823757,6.627714804,7.743282268
OG0010943,0.024900385,1.927953378,2.19865744,5.872345016
OG0010944,10.58646953,6.447894207,5.076976822,4.752116501
OG0010945,9.868445239,17.34157748,21.46380815,26.16457105
OG0010946,8.786754058,99.47402915,42.10661006,123.2461537
OG0010949,8.954584858,19.63727349,23.22599193,28.12219237
OG0010951,11.82600686,16.70217493,11.16549926,4.08762186
OG0010952,3.257617819,9.321778422,13.3161675,19.06359215
OG0010953,15.32846855,13.37646175,11.62965432,10.67807826
OG0010954,96.00058932,181.7306112,92.82255967,44.86695091
OG0010955,3.686572768,12.43015658,16.99855126,10.33341201
OG0010956,12.59195047,15.18587132,15.57370163,19.18582167
OG0010957,13.79046767,7.79846049,8.799605892,12.02110827
OG0010958,7.946914943,4.714983126,3.857671354,3.680036467
OG0010960,14.04437241,21.08113188,23.5365716,24.69483652
OG0010961,6.394479312,13.16657657,12.59032212,8.629267894
OG0010962,24.65010008,17.78428556,24.18108219,27.97380282
OG0010963,6.926333698,4.179829279,4.082315735,3.71840332
OG0010968,2.161596041,3.172693658,5.761148956,15.27518312
OG0010969,10.74039684,10.1460412,13.94112017,14.5237245
OG0010970,19.48505669,30.05896521,32.30714689,45.13032973
OG0010971,8.631099814,6.237991885,2.215653256,2.253758887
OG0010972,55.43549998,254.7967208,348.8511543,247.1872878
OG0010973,5.920526179,16.33394229,6.446212086,2.989044463
OG0010974,8.675625858,18.13295399,28.72694438,16.81283096
OG0010976,35.2002422,100.4641986,118.8296612,84.3867279
OG0010978,13.07953925,2.560016476,3.774527946,3.400084647
OG0010979,2.873927664,2.73415939,2.642354203,3.824378741
OG0010981,9.748476262,25.50393383,19.85572816,20.24333925
OG0010982,3.261746921,4.902663948,5.21820737,2.937019238
OG0010983,0.05637319,0.903798276,2.345349985,7.440436207
OG0010984,11.25982551,11.06695319,3.983313383,1.674437626
OG0010985,32.33462679,45.4302704,37.49890824,34.29785895
OG0010986,11.53782066,25.97636192,36.94439227,32.53369172
OG0010988,2.912340055,3.709508006,4.39120736,5.455701085
OG0010989,13.80506826,8.200860947,8.465922808,4.847361403
OG0010993,3.210993055,8.097739885,6.700167343,3.245543919
OG0010994,41.85376092,24.07112444,22.13124912,27.15986239
OG0010995,54.56310193,22.52082539,15.50658494,12.16200533
OG0010996,6.573208776,5.411759994,5.014212597,6.441010254
OG0010997,1.646953719,4.721790315,8.32380918,13.0612808
OG0010998,73.15648141,35.75284057,28.23921835,31.89737222
OG0010999,18.80947072,8.469537354,10.08688992,12.05639277
OG0011000,3.179696431,5.397395289,2.640125367,3.832654342
OG0011002,0.125905997,6.38150949,9.287114098,3.391050979
OG0011004,9.36646531,14.8624755,18.14110341,15.7307963
OG0011005,19.3179785,12.74488421,14.62788901,17.73129128
OG0011008,22.90732079,104.5473778,187.056588,212.9342499
OG0011010,13.09611967,21.56400278,37.10760324,39.16212972
OG0011011,11.49043875,12.50653912,12.34781134,16.92371427
OG0011015,89.0950901,82.29522483,67.11552254,56.67512823
OG0011016,69.67960621,49.50959747,47.13702617,58.81586061
OG0011018,6.449053759,10.20927156,14.9006658,15.78504011
OG0011019,6.071193084,7.701370171,11.50126905,10.69698941
OG0011022,4.363525906,2.126684982,1.800100461,1.306909106
OG0011024,2.748505294,16.73867514,52.90334079,52.85459498
OG0011025,27.14775936,20.69258932,20.00779705,19.4433004
OG0011026,6.053005397,2.650338375,1.818192136,1.33215957
OG0011027,47.40761099,84.51849542,89.28730881,75.15576516
OG0011028,7.568314525,9.028579775,5.891050485,6.881091474
OG0011029,9.898947418,18.78462277,20.95354223,18.03887016
OG0011030,35.67324208,11.02773602,7.874387834,8.603598928
OG0011032,9.72004242,3.886527202,2.611471076,2.205521307
OG0011033,5.801767108,4.722514828,4.968881659,5.277113125
OG0011034,5.007731676,2.086709406,1.66259139,3.420235173
OG0011035,4.818163998,8.007434551,6.056347897,2.168246743
OG0011038,42.05191761,14.59007149,14.31950293,10.91082913
OG0011039,13.60930921,16.17208047,32.7298934,46.90646754
OG0011041,0.011062384,0.488731461,1.572726736,2.741812566
OG0011043,24.3733995,241.4717948,610.3470913,638.2849152
OG0011044,3.183683245,3.326368365,5.175491722,6.934108798
OG0011047,16.01875804,11.38668106,9.849365947,8.779110286
OG0011049,28.2473995,11.03952073,6.950168021,7.28219044
OG0011050,9.601042244,5.126567665,7.192621652,8.087095627
OG0011051,24.84680018,11.90753696,9.985728617,10.61818003
OG0011053,19.77321788,18.79584232,14.20110973,15.45062971
OG0011054,14.04440852,26.28848239,52.41093894,108.1426916
OG0011055,20.06784053,46.17951646,55.56269929,94.32082589
OG0011056,3.082106435,9.784270859,4.383020859,3.353501259
OG0011057,14.23843089,15.76536757,3.755164827,3.834981893
OG0011058,15.60455877,11.8535218,14.00026334,11.54505233
OG0011059,50.72104241,40.60659309,40.47711519,38.173534
OG0011060,29.598658,38.78191182,32.37957542,27.67085109
OG0011061,33.91961975,44.28366058,30.72309686,14.57074162
OG0011062,3.510133884,6.864323149,5.841003595,3.85594793
OG0011063,3.542034279,14.2886916,12.81700045,13.51028492
OG0011064,6.751610872,17.55998556,19.59015791,17.1777883
OG0011065,9.303366073,26.26098864,13.98864056,19.58716539
OG0011070,8.04203254,14.10196963,21.52484474,19.25478395
OG0011071,19.9180253,14.24021205,13.76580778,13.07626714
OG0011072,62.06116336,46.15078833,44.10150946,42.64788139
OG0011074,9.743967414,17.46619383,24.53893451,33.21458098
OG0011075,4.005543092,170.2994212,148.753309,55.3593687
OG0011076,27.87963975,87.79243252,94.40790169,61.76257257
OG0011078,76.01302811,2.251153645,1.883188574,4.524633267
OG0011079,26.63386751,52.48963432,96.07184908,64.21753088
OG0011080,46.97573347,41.63315646,57.48351906,42.43106742
OG0011081,17.73887335,15.50973907,11.38288768,7.70486935
OG0011082,52.33074686,72.18233304,70.61400888,27.88339534
OG0011083,16.1244343,40.20270467,38.83249267,17.74400691
OG0011085,29.53191905,3.927119724,2.085629088,0.240058801
OG0011087,26.78105386,27.37578576,19.69061566,18.44053003
OG0011088,81.05296034,14.73253562,11.02229614,3.750367202
OG0011089,9.864778664,9.712100916,8.84765598,8.202903469
OG0011090,9.149661675,18.9969221,10.16390531,8.971331227
OG0011091,21.96696083,56.68707261,44.80719368,16.54370807
OG0011092,0.481373186,1.142501158,0.846185811,2.256024034
OG0011093,31.02508299,32.09389375,33.41151792,25.97057572
OG0011094,19.72591408,11.59248513,8.535811583,7.384336993
OG0011096,7.998682085,15.55178628,12.35662721,25.56466371
OG0011098,6.365646683,3.724153619,1.355119538,1.89408009
OG0011099,115.7411975,414.5310385,727.2165293,832.5974505
OG0011100,11.09922536,8.546174341,9.963926138,15.99663453
OG0011101,246.1674491,168.8557815,119.6026015,94.13476567
OG0011105,8.078199534,14.71863597,14.09730836,9.645319003
OG0011106,6.604461156,9.828828627,6.88875452,11.30310493
OG0011107,10.28834484,8.553282036,11.07278105,14.91051851
OG0011108,10.41074131,15.16041461,14.06396575,6.737589157
OG0011109,5.772382817,5.857792006,5.586775708,2.147582994
OG0011110,8.393742279,7.960793939,7.329982308,5.399674809
OG0011112,28.72918405,19.30317031,17.08601284,9.051922118
OG0011113,8.671599101,32.65770437,64.554024,58.58231901
OG0011114,32.79209291,14.73268888,10.44729213,6.184075053
OG0011115,10.79175545,18.16772325,26.19363225,26.89633804
OG0011117,7.2451804,19.72968366,32.55480498,26.20400237
OG0011118,17.77281843,11.07223579,11.41616064,12.79441139
OG0011119,10.40745429,31.44878481,49.0896901,53.73403922
OG0011123,6.513253743,16.07284241,14.38680709,29.52003329
OG0011124,8.227528053,10.08159246,11.26498529,12.98072797
OG0011125,7.569781385,8.155281889,9.39882663,8.308037843
OG0011126,7.672292363,27.03256689,56.39059978,66.61665596
OG0011129,10.31603928,15.64484396,14.03085424,6.358784442
OG0011130,8.611527964,35.20797652,87.49274987,139.4171401
OG0011132,6.437418616,6.892466487,8.102824936,8.902686072
OG0011135,15.31860033,121.7282906,77.14197478,83.94259937
OG0011137,8.109445863,6.552949131,7.231518166,12.48414502
OG0011138,15.20656391,17.23678965,19.45498773,23.70607984
OG0011139,17.39713227,41.58717874,59.96871957,37.54653948
OG0011140,17.73211177,14.67539122,13.62458864,16.8430555
OG0011143,7.367223123,10.17416353,7.288579309,7.622105606
OG0011145,13.49962734,8.701617108,8.871949106,10.35353513
OG0011146,146.9938775,652.3200295,904.9461209,498.7284071
OG0011147,27.59297923,13.27769193,14.6206362,12.06407739
OG0011149,6.405083337,7.642100248,7.328878696,6.914527821
OG0011150,9.389348735,3.080370754,7.140768483,10.59566583
OG0011151,5.804238147,5.280755398,6.620461931,6.913039384
OG0011153,50.06550789,55.56608479,63.65203872,60.95067455
OG0011154,24.31404024,32.71370835,30.03736371,28.07708977
OG0011155,11.58139999,35.53089785,66.68088232,76.42775585
OG0011156,5.368004066,3.631319682,3.614571349,3.827563731
OG0011157,8.281553373,8.058301069,5.741768079,5.917768189
OG0011158,5.20438169,2.65387469,2.415142737,3.11420746
OG0011159,12.78604315,19.18962109,16.57119612,17.30475281
OG0011160,8.157300017,10.58275427,9.063074637,4.889505311
OG0011161,1.522730275,2.588163533,8.388676492,20.42131673
OG0011162,13.95592727,11.06826166,19.60555392,20.09514315
OG0011164,11.78779309,9.860206049,9.500511848,16.24600487
OG0011166,5.341236803,15.52785852,13.65425135,10.47602006
OG0011167,16.98905383,10.80703502,10.28160674,8.883042855
OG0011169,40.58140495,47.52400577,30.03935682,22.45265438
OG0011170,1.935305071,15.66025621,19.64712445,42.61017819
OG0011172,2.765655283,99.77073337,93.95761519,56.31214025
OG0011173,11.55135174,0.484310668,0.365511043,1.010252403
OG0011175,5.94693245,21.37397518,20.73825946,13.39307072
OG0011177,4.398568952,8.001329742,17.79495265,24.42126022
OG0011178,11.3039745,6.32556648,1.983055083,1.948793409
OG0011181,23.51540516,43.21861344,76.82734975,103.1164137
OG0011182,10.89471683,7.262481012,8.002939698,5.593557372
OG0011184,29.56559527,24.61550234,17.68634663,16.790901
OG0011185,10.59102768,34.44190279,52.94751899,47.32713656
OG0011188,16.43236833,20.11659026,23.43476067,22.73632427
OG0011189,27.91317163,18.15959398,19.46916267,18.55636182
OG0011191,9.807280384,3.12399169,2.852227321,3.05313154
OG0011192,14.33288512,20.00983867,17.62450083,22.03086161
OG0011193,73.91714819,14.41007294,4.852672865,1.521287101
OG0011194,29.61223699,17.83587834,14.22715776,13.10710194
OG0011195,7.85815256,16.33789604,11.10322118,4.863683292
OG0011196,6.125036157,25.10905408,37.54271351,40.16283078
OG0011197,16.54294239,15.21072262,14.73663862,14.21188024
OG0011198,7.677743913,20.82796361,23.11864246,17.16168451
OG0011201,9.949288867,15.52666534,24.05799187,29.43042707
OG0011202,23.09513939,12.72007899,9.610968873,9.146309878
OG0011204,147.7918583,91.69666411,64.98481372,49.30107408
OG0011206,20.99493716,20.2036072,17.67747491,13.1599015
OG0011207,5.981845805,5.721910899,6.14489582,7.97550326
OG0011208,13.22989739,14.49591572,10.28241039,9.344078776
OG0011209,10.62953453,16.70793982,10.78872851,5.985556341
OG0011210,149.6452437,490.5361759,23.34297289,22.87245038
OG0011214,20.81604663,73.10626594,112.1769257,86.36082345
OG0011215,20.15316308,13.5541212,9.044023815,10.22889112
OG0011217,6.30327417,9.844284666,9.864811415,9.891132034
OG0011218,11.46378911,22.36431782,39.94239296,67.08380995
OG0011219,20.20353104,13.54364086,12.10817826,13.03556429
OG0011220,37.6874025,33.55724417,27.19514027,19.93849053
OG0011221,87.27438368,263.7930369,289.5193223,169.8836766
OG0011222,57.19420492,126.4520677,136.5338224,75.73104127
OG0011223,11.57179265,8.978492987,2.618429201,0.915171577
OG0011225,7.325424552,6.371739983,5.923203959,4.894971411
OG0011226,1.887689753,5.660930126,10.21323801,12.05790131
OG0011227,28.49052643,18.08461024,17.25837869,14.57332954
OG0011228,225.3951179,241.8558434,311.3876347,197.644978
OG0011231,9.793491657,45.42158699,37.88708224,38.8920763
OG0011232,25.36980885,66.84445731,42.65117219,30.14942386
OG0011235,6.515836024,2.711407861,21.71878429,75.32174315
OG0011236,14.3335667,27.72583605,25.93885776,27.67331979
OG0011237,5.371914915,28.45096019,55.484031,54.43333953
OG0011245,6.387085718,23.03370002,60.38206992,102.7212857
OG0011246,91.81416028,167.7492999,220.7531267,85.35150006
OG0011247,0.411189459,1.268534077,0.833198027,0.851455834
OG0011248,8.804997164,12.07920714,5.375934701,3.788283597
OG0011250,15.22838313,7.339485607,8.525088961,11.19351768
OG0011251,6.645650035,66.73596352,27.86634585,21.36902033
OG0011252,1.476828975,4.078073901,4.219765148,7.750968787
OG0011253,129.1752855,119.1434962,149.0814189,99.592572
OG0011254,102.0601429,41.07218929,34.75102026,38.48403493
OG0011255,0.980461853,356.3108331,13.39415802,4.837583081
OG0011257,7.036311578,12.62853483,21.24732299,22.82165785
OG0011259,6.004199525,6.192081577,4.800239858,6.218962499
OG0011262,51.69470976,22.1579405,0.366114014,0
OG0011266,9.095634223,6.357819297,4.520917495,4.980810649
OG0011267,12.58690736,11.19743667,11.26930503,8.963266279
OG0011268,13.80247031,10.82977607,8.721511897,8.407051766
OG0011269,16.13786495,7.598548115,16.37145494,15.61152488
OG0011270,9.955327548,7.190150701,4.992142933,6.541153908
OG0011272,3.937523107,12.94968825,10.17320321,3.680780824
OG0011273,53.27964382,147.4925587,146.9865124,82.03953177
OG0011274,7.187664323,5.631654049,4.860252064,8.262147492
OG0011275,37.90746439,34.16256234,54.56376704,82.79355449
OG0011276,12.77651159,7.971062153,6.922861242,4.533234523
OG0011278,9.504296426,7.078141772,4.945530096,5.025127176
OG0011280,25.29875878,8.617112043,7.168277848,3.573793004
OG0011281,3.785347217,19.90475643,61.02528453,100.6648421
OG0011282,1.399981377,6.41302767,2.517514489,0.896401436
OG0011283,10.53642805,2.877181575,2.297393811,2.062333336
OG0011284,13.15923329,7.429304857,6.336311432,6.507015289
OG0011285,0.522429013,0.441677548,0.642837975,0.449255315
OG0011286,1.085917547,0.897398684,1.117932058,1.671879138
OG0011288,24.40097197,14.56993553,16.33551235,30.75733202
OG0011291,10.92015604,31.36046455,28.13915611,24.28989344
OG0011292,14.58760447,75.89279759,100.5334686,110.9011239
OG0011293,26.48587261,7.977742157,4.907161431,3.704860824
OG0011296,9.408967003,4.594262555,2.644313216,3.69163245
OG0011297,8.904704911,6.214797718,6.288606844,5.861275219
OG0011298,21.78211857,43.84044914,47.15045729,29.83985606
OG0011299,26.84407499,16.36474678,10.92167086,12.38555378
OG0011300,4.827007106,20.18760617,23.93174706,14.40845933
OG0011302,70.0230449,130.6309717,175.5416759,154.5417825
OG0011303,31.40155891,113.9830389,119.0160092,51.12891871
OG0011305,115.1527173,55.80203535,41.21619492,25.21824131
OG0011306,36.7234471,17.48490687,16.14226491,22.13932848
OG0011307,18.28662822,17.63166175,41.58195377,100.0119586
OG0011308,5.329101584,5.683882767,4.08047865,4.894706684
OG0011309,33.00061776,73.14356929,78.82892632,66.28994797
OG0011312,10.88790643,34.53276337,44.43867447,39.41905122
OG0011314,18.58257217,10.37896898,8.791387585,6.962988205
OG0011315,9.927011958,4.17904722,10.83025631,10.07119148
OG0011316,23.98304712,76.60969375,89.6880034,52.12061859
OG0011317,6.620378912,6.153825479,7.049403012,9.554013976
OG0011318,4.803220171,4.537442957,3.227397847,2.985449301
OG0011320,3.655801384,1.236198423,2.717295366,5.647403398
OG0011322,11.93489602,16.17603285,18.81100896,11.46550777
OG0011323,2.227994979,7.150058171,4.662917506,9.038604933
OG0011324,13.36281693,15.83037461,23.25188533,33.34849532
OG0011325,18.90206104,23.50969127,12.042315,8.050769084
OG0011328,54.65648038,65.58548705,29.96618345,12.92750367
OG0011329,0.374432194,2.129075712,3.929615621,21.08496263
OG0011330,19.44939151,107.891079,211.2495263,205.9393177
OG0011331,77.47250574,230.067693,208.0202213,86.25035569
OG0011332,9.665481752,10.19683605,7.808376385,8.044724814
OG0011333,9.784620194,8.81269847,4.801687036,7.434793467
OG0011334,24.13384461,38.36140564,38.97109247,18.00561305
OG0011336,40.69088985,104.6290628,150.6137096,149.1428102
OG0011338,28.98091075,77.47039472,91.39507827,61.10688609
OG0011339,12.22074075,41.30635356,98.63600779,146.0245223
OG0011342,5.999502943,25.41187622,78.75746737,208.9059137
OG0011343,27.2898294,4.562912309,1.340427706,0.710021837
OG0011344,74.56925562,156.4205375,189.6922475,182.6424125
OG0011345,68.85015873,34.26912597,40.62229559,44.66806525
OG0011346,8.699857081,8.455834085,8.705735114,10.85893206
OG0011349,12.53888445,5.437748288,4.83104392,8.867729025
OG0011350,0.213441374,3.958594186,3.839616776,4.15131816
OG0011351,5.656951325,8.009723869,19.14969701,28.86544608
OG0011352,18.22696082,12.90958718,10.94217198,6.372399308
OG0011353,27.02035678,15.57235474,12.33591587,13.4418919
OG0011354,3.530959687,4.088220698,3.560371858,4.502618877
OG0011358,14.49398587,8.114638268,8.091678241,6.661384436
OG0011361,15.28498442,53.45342667,84.49644981,65.29596879
OG0011362,5.278243731,7.731325481,7.027932634,6.956366934
OG0011364,8.252678152,5.996544132,3.044496504,3.847177319
OG0011367,2.993509358,92.60298889,123.4404005,74.06821168
OG0011368,16.44213965,8.821866832,8.278394869,10.32410465
OG0011370,2.688299295,3.27272787,2.420875301,3.07150601
OG0011371,2.980314703,43.81724913,37.08340995,16.06980436
OG0011372,6.938649723,10.41158241,12.18792163,11.88297979
OG0011373,56.28227765,25.79783486,20.1117433,24.88475698
OG0011374,5.247170856,4.935550974,6.21807711,6.615333804
OG0011375,12.17053181,10.28567637,12.05143619,11.41198262
OG0011376,24.02961506,139.759204,562.1204911,741.9251853
OG0011377,3.767687678,4.507458269,8.279466719,11.50940821
OG0011378,183.5014825,116.8551251,136.8812598,73.9215127
OG0011380,7.976175538,9.074585713,11.22169419,18.46028369
OG0011383,16.83878992,10.57527391,7.722655899,7.429333459
OG0011384,11.72811857,5.624905534,3.518740891,4.178292479
OG0011387,0.474568793,0.670550398,0.038452197,0.032881692
OG0011388,34.22209254,17.44376024,17.59628321,15.90627973
OG0011390,73.37998877,30.45761465,38.03537097,34.56541287
OG0011391,50.40158032,58.72162162,79.29654146,47.82935995
OG0011392,30.69124937,34.74781748,19.88900658,18.87541471
OG0011393,15.10124511,22.8041239,39.86721185,46.40552709
OG0011394,5.815319397,21.08046753,136.021876,589.0672613
OG0011395,19.59909959,14.87086706,16.03435114,17.38863554
OG0011396,0.280311695,0,0,0
OG0011397,5.825500469,12.75318256,9.051053173,2.998440293
OG0011399,0.748949618,3.157270264,4.468174674,11.2304027
OG0011400,4.182903617,4.286054326,6.055230875,2.640143903
OG0011401,35.4803491,13.72966679,18.47566573,13.99263554
OG0011405,13.64527065,15.98161189,14.93337668,17.95579242
OG0011406,3.586274475,6.362394287,11.42810405,16.26986519
OG0011408,7.392019309,6.679024427,7.131502498,9.101185451
OG0011409,3.441073959,4.058094409,2.631382362,1.269912252
OG0011410,32.76162313,13.89142895,11.97574391,12.72580132
OG0011411,40.77661818,40.68495124,23.04547908,17.9794567
OG0011412,2.208753453,1.010647034,1.081022224,2.017359843
OG0011413,0.612509984,4.99882798,9.411317895,12.10265046
OG0011414,6.091945864,27.77020908,57.08679127,67.99301183
OG0011416,2.653950659,4.281420396,2.903861061,1.040400898
OG0011417,10.20781577,22.36693186,26.67108891,16.82746288
OG0011419,16.39521935,20.90751563,20.08244562,35.47986348
OG0011420,13.32126603,6.139439577,3.427479368,2.541793983
OG0011421,186.1015845,444.9449685,458.5720864,266.6488299
OG0011422,46.77368615,24.68120497,33.29466313,34.62449678
OG0011423,37.31183169,14.36747888,7.667130279,3.817345738
OG0011424,66.5860232,4.194089053,1.54905284,0.482937616
OG0011425,55.46917107,229.2421899,307.1868376,220.5533103
OG0011429,7.685581328,4.667818544,4.554633367,7.581425355
OG0011430,17.72631691,5.687423944,6.242754052,4.815405605
OG0011431,28.21157128,21.95935659,27.47432104,34.23203531
OG0011432,150.9883205,85.16575631,41.6262976,30.43545998
OG0011435,53.33473257,122.9300573,87.25485697,47.3347765
OG0011436,2.060326033,3.772776114,6.80784642,13.0451889
OG0011439,6.267894619,4.859018093,4.658029766,5.209833775
OG0011441,26.33089086,32.75700916,20.20804424,15.19586422
OG0011442,41.99853941,17.83664206,14.72715603,18.14231904
OG0011444,4.570747548,4.651608634,4.704259517,6.286247687
OG0011447,14.35817826,0.235887014,0.089821909,0
OG0011448,19.10203683,20.08896211,12.64331088,12.46922492
OG0011450,0.281562328,3.508773115,27.91403676,168.5151809
OG0011451,79.9487468,414.5129462,661.5710902,398.4721729
OG0011453,12.96013726,28.83223354,34.52380452,17.26299944
OG0011455,16.39110272,17.7494881,18.88416124,18.72024619
OG0011456,3.55967189,7.412689625,9.353100743,15.76894067
OG0011457,56.33561641,30.07166865,29.06556798,23.54295466
OG0011461,5.725947567,5.026132406,6.425366715,7.754017646
OG0011462,5.479925642,9.453897366,6.097102872,2.610543804
